"ID","name","ip","score","level","data","ts"
275,Kraze,"73.52.65.139",7,"","{""tricks"":{""tricks"":[{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-03-27 23:18:04"
285,Kraze,"73.52.65.139",9,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-03-27 23:20:16"
295,HighscoreHitter,"178.197.212.101",42,"","{""tricks"":{""tricks"":[{""parsed"":""Switch True Fullcab 720 FS Wheelbarrow to 180 rewind out"",""orig"":""Fakie & Switch | Outspin 720 | None FS Wheelbarrow | Inspin 180"",""points"":""10""},{""parsed"":""Top X-Grind to 180 out"",""orig"":""Forwards | Topside X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""810 Channel FS Royale"",""orig"":""Forwards | Inspin 810 | Channel FS Royale | Forwards"",""points"":""9""},{""parsed"":""540 AO BS Darkslide"",""orig"":""Forwards | Inspin 540 | None BS Darkslide"",""points"":""5""},{""parsed"":""True Fullcab 720 Top Citric Acid to 900 rewind out"",""orig"":""Fakie | Outspin 720 | Topside Citric Acid | Inspin 900"",""points"":""14""}],""skipped"":[{""parsed"":""Switch True Fullcab 720 FS Wheelbarrow to 180 rewind out"",""orig"":""Fakie & Switch | Outspin 720 | None FS Wheelbarrow | Inspin 180"",""points"":""10""},{""parsed"":""Top X-Grind to 180 out"",""orig"":""Forwards | Topside X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""810 Channel FS Royale"",""orig"":""Forwards | Inspin 810 | Channel FS Royale | Forwards"",""points"":""9""},{""parsed"":""540 AO BS Darkslide"",""orig"":""Forwards | Inspin 540 | None BS Darkslide"",""points"":""5""},{""parsed"":""True Fullcab 720 Top Citric Acid to 900 rewind out"",""orig"":""Fakie | Outspin 720 | Topside Citric Acid | Inspin 900"",""points"":""14""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-04-10 15:47:51"
305,HighscoreHitter,"178.197.212.101",48,"","{""tricks"":{""tricks"":[{""parsed"":""True Fullcab 900 Rough Fishbrain to 540 out"",""orig"":""Fakie | Outspin 900 | Rough Topside Makio | Outspin 540"",""points"":""12""},{""parsed"":""AO Tough Training Wheel to 900 out"",""orig"":""Forwards | Inspin 180 | Tough Training Wheel | Inspin 900"",""points"":""10""},{""parsed"":""Switch True Fullcab Mizou to 900 out"",""orig"":""Fakie & Switch | Outspin 360 | None Mizou | Outspin 900"",""points"":""11""},{""parsed"":""Halfcab BS Darkslide to 900 out"",""orig"":""Fakie | Inspin 180 | None BS Darkslide | Inspin 900"",""points"":""9""},{""parsed"":""AO Teakettle to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Rough PStar | Outspin 180 "",""points"":""6""}],""skipped"":[{""parsed"":""True Fullcab 900 Rough Fishbrain to 540 out"",""orig"":""Fakie | Outspin 900 | Rough Topside Makio | Outspin 540"",""points"":""12""},{""parsed"":""AO Tough Training Wheel to 900 out"",""orig"":""Forwards | Inspin 180 | Tough Training Wheel | Inspin 900"",""points"":""10""},{""parsed"":""Switch True Fullcab Mizou to 900 out"",""orig"":""Fakie & Switch | Outspin 360 | None Mizou | Outspin 900"",""points"":""11""},{""parsed"":""Halfcab BS Darkslide to 900 out"",""orig"":""Fakie | Inspin 180 | None BS Darkslide | Inspin 900"",""points"":""9""},{""parsed"":""AO Teakettle to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Rough PStar | Outspin 180 "",""points"":""6""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-04-10 15:49:49"
315,NJH,"138.199.42.132",1,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-06-13 15:31:12"
325,jmeker,"89.136.40.29",9,"","{""tricks"":{""tricks"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-06-29 17:18:02"
335,Pogosk8,"77.23.248.23",13,"","{""tricks"":{""tricks"":[{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | BS Backslide | Fakie"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""True Soyale"",""orig"":""Forwards | Outspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | BS Backslide | Fakie"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""True Soyale"",""orig"":""Forwards | Outspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-09-21 21:24:52"
345,Pogosk8,"77.23.248.23",7,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-09-21 21:26:47"
355,ToeBox,"77.23.248.12",40,"","{""tricks"":{""tricks"":[{""parsed"":""True Fullcab 900 BS Darkslide"",""orig"":""Fakie | Outspin 900 | None BS Darkslide"",""points"":""8""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | None FS Full Torque | Fakie"",""points"":""2""},{""parsed"":""Halfcab Mizou to 900 rewind out"",""orig"":""Fakie | Inspin 180 | None Mizou | Outspin 900"",""points"":""8""},{""parsed"":""Fakie 630 BS Royale"",""orig"":""Fakie | Inspin 630 | None BS Royale | Forwards"",""points"":""7""},{""parsed"":""Switch 810 Channel BS Full Torque to 810 out"",""orig"":""Switch | Outspin 810 | Channel BS Full Torque | 810"",""points"":""15""}],""skipped"":[{""parsed"":""True Fullcab 900 BS Darkslide"",""orig"":""Fakie | Outspin 900 | None BS Darkslide"",""points"":""8""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | None FS Full Torque | Fakie"",""points"":""2""},{""parsed"":""Halfcab Mizou to 900 rewind out"",""orig"":""Fakie | Inspin 180 | None Mizou | Outspin 900"",""points"":""8""},{""parsed"":""Fakie 630 BS Royale"",""orig"":""Fakie | Inspin 630 | None BS Royale | Forwards"",""points"":""7""},{""parsed"":""Switch 810 Channel BS Full Torque to 810 out"",""orig"":""Switch | Outspin 810 | Channel BS Full Torque | 810"",""points"":""15""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-10-20 22:34:06"
365,ToeBox,"77.23.248.12",46,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 900 Tough X-Grind to 900 rewind out"",""orig"":""Fakie | Inspin 900 | Tough X-Grind | Outspin 900"",""points"":""15""},{""parsed"":""Halfcab Teakettle to 180 out"",""orig"":""Fakie | Inspin 180 | Rough PStar | Inspin 180"",""points"":""7""},{""parsed"":""True Fullcab 720 Top Closed Book to 900 out"",""orig"":""Fakie | Outspin 720 | Topside Closed Book | Outspin 900"",""points"":""13""},{""parsed"":""BS Unity to 630 out"",""orig"":""Forwards | None BS Unity | 630"",""points"":""6""},{""parsed"":""Switch AO BS Tabernacle to 180 out"",""orig"":""Switch | Inspin 180 | None BS Tabernacle | Inspin 180"",""points"":""5""}],""skipped"":[{""parsed"":""Fakie 900 Tough X-Grind to 900 rewind out"",""orig"":""Fakie | Inspin 900 | Tough X-Grind | Outspin 900"",""points"":""15""},{""parsed"":""Halfcab Teakettle to 180 out"",""orig"":""Fakie | Inspin 180 | Rough PStar | Inspin 180"",""points"":""7""},{""parsed"":""True Fullcab 720 Top Closed Book to 900 out"",""orig"":""Fakie | Outspin 720 | Topside Closed Book | Outspin 900"",""points"":""13""},{""parsed"":""BS Unity to 630 out"",""orig"":""Forwards | None BS Unity | 630"",""points"":""6""},{""parsed"":""Switch AO BS Tabernacle to 180 out"",""orig"":""Switch | Inspin 180 | None BS Tabernacle | Inspin 180"",""points"":""5""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-10-20 22:35:56"
375,ToeBox,"77.23.248.12",52,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 720 Rough Sweatstance to 720 rewind out"",""orig"":""Fakie | Inspin 720 | Rough Topside Mizou | Outspin 720"",""points"":""12""},{""parsed"":""630 FS Savannah to 630 out"",""orig"":""Forwards | Outspin 630 | None FS Savannah | 630"",""points"":""10""},{""parsed"":""Switch 630 BS Royale to 810 out"",""orig"":""Switch | Inspin 630 | None BS Royale | 810"",""points"":""12""},{""parsed"":""Fakie 810 FS Full Torque"",""orig"":""Fakie | Inspin 810 | None FS Full Torque | Forwards"",""points"":""8""},{""parsed"":""Switch AO Christ Makio to 900 rewind out"",""orig"":""Switch | Inspin 180 | Christ Makio | Outspin 900"",""points"":""10""}],""skipped"":[{""parsed"":""Fakie 720 Rough Sweatstance to 720 rewind out"",""orig"":""Fakie | Inspin 720 | Rough Topside Mizou | Outspin 720"",""points"":""12""},{""parsed"":""630 FS Savannah to 630 out"",""orig"":""Forwards | Outspin 630 | None FS Savannah | 630"",""points"":""10""},{""parsed"":""Switch 630 BS Royale to 810 out"",""orig"":""Switch | Inspin 630 | None BS Royale | 810"",""points"":""12""},{""parsed"":""Fakie 810 FS Full Torque"",""orig"":""Fakie | Inspin 810 | None FS Full Torque | Forwards"",""points"":""8""},{""parsed"":""Switch AO Christ Makio to 900 rewind out"",""orig"":""Switch | Inspin 180 | Christ Makio | Outspin 900"",""points"":""10""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-10-20 22:42:26"
385,Ninja,"172.58.56.250",13,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar to 180 rewind out"",""orig"":""Forwards | Outspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Fastslide to Fakie out"",""orig"":""Forwards | BS Fastslide | Fakie"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""FS Full Torque"",""orig"":""Forwards | FS Full Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar to 180 rewind out"",""orig"":""Forwards | Outspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Fastslide to Fakie out"",""orig"":""Forwards | BS Fastslide | Fakie"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-11-23 09:22:10"
395,Mike,"31.44.85.254",40,"","{""tricks"":{""tricks"":[{""parsed"":""Halfcab Tough Training Wheel to 900 rewind out"",""orig"":""Fakie | Inspin 180 | Tough Training Wheel | Outspin 900"",""points"":""11""},{""parsed"":""Switch Halfcab Top Torque Soul to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | Topside Torque Soul | Inspin 180"",""points"":""8""},{""parsed"":""Fakie 630 Cross-Grab BS Fastslide to Fakie out"",""orig"":""Fakie | Inspin 630 | Cross-Grab BS Fastslide | Fakie"",""points"":""10""},{""parsed"":""AO Negative Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Negative Mizou | Inspin 180"",""points"":""5""},{""parsed"":""True Halfcab Rough Open Book"",""orig"":""Fakie | Outspin 180 | Rough Open Book"",""points"":""6""}],""skipped"":[{""parsed"":""Halfcab Tough Training Wheel to 900 rewind out"",""orig"":""Fakie | Inspin 180 | Tough Training Wheel | Outspin 900"",""points"":""11""},{""parsed"":""Switch Halfcab Top Torque Soul to 180 out"",""orig"":""Fakie & Switch | Inspin 180 | Topside Torque Soul | Inspin 180"",""points"":""8""},{""parsed"":""Fakie 630 Cross-Grab BS Fastslide to Fakie out"",""orig"":""Fakie | Inspin 630 | Cross-Grab BS Fastslide | Fakie"",""points"":""10""},{""parsed"":""AO Negative Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Negative Mizou | Inspin 180"",""points"":""5""},{""parsed"":""True Halfcab Rough Open Book"",""orig"":""Fakie | Outspin 180 | Rough Open Book"",""points"":""6""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-12-02 12:34:19"
405,Mike,"31.44.85.254",43,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul to 900 rewind out"",""orig"":""Forwards | Inspin 180 | None Soul | Outspin 900"",""points"":""7""},{""parsed"":""Fakie 900 FS Wheelbarrow to 180 rewind out"",""orig"":""Fakie | Inspin 900 | None FS Wheelbarrow | Outspin 180 "",""points"":""9""},{""parsed"":""Switch True Fullcab Top Acid to 540 out"",""orig"":""Fakie & Switch | Outspin 360 | Topside Acid | Outspin 540"",""points"":""10""},{""parsed"":""900 Hurricane Rocket Makio to 900 rewind out"",""orig"":""Forwards | Outspin 900 | Rocket Makio | Inspin 900"",""points"":""13""},{""parsed"":""Switch Sunny Day"",""orig"":""Switch | Topside PStar"",""points"":""4""}],""skipped"":[{""parsed"":""AO Soul to 900 rewind out"",""orig"":""Forwards | Inspin 180 | None Soul | Outspin 900"",""points"":""7""},{""parsed"":""Fakie 900 FS Wheelbarrow to 180 rewind out"",""orig"":""Fakie | Inspin 900 | None FS Wheelbarrow | Outspin 180 "",""points"":""9""},{""parsed"":""Switch True Fullcab Top Acid to 540 out"",""orig"":""Fakie & Switch | Outspin 360 | Topside Acid | Outspin 540"",""points"":""10""},{""parsed"":""900 Hurricane Rocket Makio to 900 rewind out"",""orig"":""Forwards | Outspin 900 | Rocket Makio | Inspin 900"",""points"":""13""},{""parsed"":""Switch Sunny Day"",""orig"":""Switch | Topside PStar"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-12-02 12:38:00"
415,SyeahFossil,"94.66.59.34",12,"","{""tricks"":{""tricks"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Outspin 180 "",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-04 18:27:41"
425,Yo,"73.92.139.230",7,"","{""tricks"":{""tricks"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}],""skipped"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-26 23:55:02"
435,Yo,"73.92.139.230",12,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""True Acid to 180 out"",""orig"":""Forwards | Outspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""}],""skipped"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""True Acid to 180 out"",""orig"":""Forwards | Outspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""AO Mizou to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Mizou | Outspin 180 "",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-02-26 23:55:50"
445,Brenden,"73.180.8.90",9,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-22 20:54:45"
455,Bbbbnn,"190.90.39.137",3,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-03-29 22:51:55"
465,Grindmasterjohn,"73.11.114.231",37,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 900 Tough Top Acid to 900 out"",""orig"":""Fakie | Inspin 900 | Tough Topside Acid | Inspin 900"",""points"":""14""},{""parsed"":""True Fullcab 900 Open Book"",""orig"":""Fakie | Outspin 900 | None Open Book"",""points"":""8""},{""parsed"":""Halfcab Sweatstance"",""orig"":""Fakie | Inspin 180 | Topside Mizou"",""points"":""4""},{""parsed"":""Switch 900 AO PStar to 180 out"",""orig"":""Switch | Inspin 900 | None PStar | Inspin 180"",""points"":""9""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Fakie 900 Tough Top Acid to 900 out"",""orig"":""Fakie | Inspin 900 | Tough Topside Acid | Inspin 900"",""points"":""14""},{""parsed"":""True Fullcab 900 Open Book"",""orig"":""Fakie | Outspin 900 | None Open Book"",""points"":""8""},{""parsed"":""Halfcab Sweatstance"",""orig"":""Fakie | Inspin 180 | Topside Mizou"",""points"":""4""},{""parsed"":""Switch 900 AO PStar to 180 out"",""orig"":""Switch | Inspin 900 | None PStar | Inspin 180"",""points"":""9""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 18:43:20"
