"ID","name","ip","score","level","data","ts"
475,grindmasterjohn,"73.11.114.231",46,"","{""tricks"":{""tricks"":[{""parsed"":""540 Hurricane Top Sidewalk to 900 rewind out"",""orig"":""Forwards | Outspin 540 | Topside Sidewalk | Inspin 900"",""points"":""10""},{""parsed"":""Switch True Top Acid to 180 rewind out"",""orig"":""Switch | Outspin 180 | Topside Acid | Inspin 180"",""points"":""5""},{""parsed"":""720 Hurricane FS Byn Soul to 540 rewind out"",""orig"":""Forwards | Outspin 720 | None FS Byn Soul | Inspin 540"",""points"":""9""},{""parsed"":""True Fullcab 540 Sunny Day to 720 rewind out"",""orig"":""Fakie | Outspin 540 | Topside PStar | Inspin 720"",""points"":""11""},{""parsed"":""630 Christ FS Torque to 450 out"",""orig"":""Forwards | Outspin 630 | Christ FS Torque | 450"",""points"":""11""}],""skipped"":[{""parsed"":""540 Hurricane Top Sidewalk to 900 rewind out"",""orig"":""Forwards | Outspin 540 | Topside Sidewalk | Inspin 900"",""points"":""10""},{""parsed"":""Switch True Top Acid to 180 rewind out"",""orig"":""Switch | Outspin 180 | Topside Acid | Inspin 180"",""points"":""5""},{""parsed"":""720 Hurricane FS Byn Soul to 540 rewind out"",""orig"":""Forwards | Outspin 720 | None FS Byn Soul | Inspin 540"",""points"":""9""},{""parsed"":""True Fullcab 540 Sunny Day to 720 rewind out"",""orig"":""Fakie | Outspin 540 | Topside PStar | Inspin 720"",""points"":""11""},{""parsed"":""630 Christ FS Torque to 450 out"",""orig"":""Forwards | Outspin 630 | Christ FS Torque | 450"",""points"":""11""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 19:13:00"
485,grindmasterjohn,"73.11.114.231",50,"","{""tricks"":{""tricks"":[{""parsed"":""900 Hurricane Negative Acid to 180 rewind out"",""orig"":""Forwards | Outspin 900 | Negative Acid | Inspin 180"",""points"":""9""},{""parsed"":""900 AO Makio to 540 out"",""orig"":""Forwards | Inspin 900 | None Makio | Inspin 540"",""points"":""9""},{""parsed"":""AO PStar to 900 rewind out"",""orig"":""Forwards | Inspin 180 | None PStar | Outspin 900"",""points"":""8""},{""parsed"":""True Fullcab 900 Channel FS Tabernacle to 900 out"",""orig"":""Fakie | Outspin 900 | Channel FS Tabernacle | Outspin 900"",""points"":""15""},{""parsed"":""Switch 720 Hurricane Soul to 540 rewind out"",""orig"":""Switch | Outspin 720 | None Soul | Inspin 540"",""points"":""9""}],""skipped"":[{""parsed"":""900 Hurricane Negative Acid to 180 rewind out"",""orig"":""Forwards | Outspin 900 | Negative Acid | Inspin 180"",""points"":""9""},{""parsed"":""900 AO Makio to 540 out"",""orig"":""Forwards | Inspin 900 | None Makio | Inspin 540"",""points"":""9""},{""parsed"":""AO PStar to 900 rewind out"",""orig"":""Forwards | Inspin 180 | None PStar | Outspin 900"",""points"":""8""},{""parsed"":""True Fullcab 900 Channel FS Tabernacle to 900 out"",""orig"":""Fakie | Outspin 900 | Channel FS Tabernacle | Outspin 900"",""points"":""15""},{""parsed"":""Switch 720 Hurricane Soul to 540 rewind out"",""orig"":""Switch | Outspin 720 | None Soul | Inspin 540"",""points"":""9""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 19:26:21"
495,WeinerGuy,"67.168.212.119",38,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie Channel BS Torque to Fakie out"",""orig"":""Fakie | Channel BS Torque | Fakie"",""points"":""5""},{""parsed"":""True Halfcab Top X-Grind to 180 rewind out"",""orig"":""Fakie | Outspin 180 | Topside X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""True Fullcab 900 Mistrial"",""orig"":""Fakie | Outspin 900 | None Mistrial"",""points"":""8""},{""parsed"":""AO FS Wheelbarrow"",""orig"":""Forwards | Inspin 180 | None FS Wheelbarrow"",""points"":""3""},{""parsed"":""Fakie Switch 900 Rough Fishbrain to 900 out"",""orig"":""Fakie & Switch | Inspin 900 | Rough Topside Makio | Inspin 900"",""points"":""16""}],""skipped"":[{""parsed"":""Fakie Channel BS Torque to Fakie out"",""orig"":""Fakie | Channel BS Torque | Fakie"",""points"":""5""},{""parsed"":""True Halfcab Top X-Grind to 180 rewind out"",""orig"":""Fakie | Outspin 180 | Topside X-Grind | Inspin 180"",""points"":""6""},{""parsed"":""True Fullcab 900 Mistrial"",""orig"":""Fakie | Outspin 900 | None Mistrial"",""points"":""8""},{""parsed"":""AO FS Wheelbarrow"",""orig"":""Forwards | Inspin 180 | None FS Wheelbarrow"",""points"":""3""},{""parsed"":""Fakie Switch 900 Rough Fishbrain to 900 out"",""orig"":""Fakie & Switch | Inspin 900 | Rough Topside Makio | Inspin 900"",""points"":""16""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 23:51:05"
505,slrup,"67.168.212.119",44,"","{""tricks"":{""tricks"":[{""parsed"":""Switch Halfcab FS Darkslide to 900 rewind out"",""orig"":""Fakie & Switch | Inspin 180 | None FS Darkslide | Outspin 900"",""points"":""11""},{""parsed"":""Top X-Grind to 900 out"",""orig"":""Forwards | Topside X-Grind | Outspin 900"",""points"":""8""},{""parsed"":""Switch True Fullcab 900 Mistrial to 180 rewind out"",""orig"":""Fakie & Switch | Outspin 900 | None Mistrial | Inspin 180"",""points"":""11""},{""parsed"":""Fakie BS Pudslide to Fakie out"",""orig"":""Fakie | None BS Pudslide | Fakie"",""points"":""4""},{""parsed"":""True Halfcab Top Open Book to 900 out"",""orig"":""Fakie | Outspin 180 | Topside Open Book | Outspin 900"",""points"":""10""}],""skipped"":[{""parsed"":""Switch Halfcab FS Darkslide to 900 rewind out"",""orig"":""Fakie & Switch | Inspin 180 | None FS Darkslide | Outspin 900"",""points"":""11""},{""parsed"":""Top X-Grind to 900 out"",""orig"":""Forwards | Topside X-Grind | Outspin 900"",""points"":""8""},{""parsed"":""Switch True Fullcab 900 Mistrial to 180 rewind out"",""orig"":""Fakie & Switch | Outspin 900 | None Mistrial | Inspin 180"",""points"":""11""},{""parsed"":""Fakie BS Pudslide to Fakie out"",""orig"":""Fakie | None BS Pudslide | Fakie"",""points"":""4""},{""parsed"":""True Halfcab Top Open Book to 900 out"",""orig"":""Fakie | Outspin 180 | Topside Open Book | Outspin 900"",""points"":""10""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 23:51:54"
515,Choingos,"67.168.212.119",42,"","{""tricks"":{""tricks"":[{""parsed"":""Halfcab Negative Closed Book to 360 out"",""orig"":""Fakie | Inspin 180 | Negative Closed Book | Inspin 360"",""points"":""8""},{""parsed"":""Switch Mizou to 360 out"",""orig"":""Switch | None Mizou | Outspin 360"",""points"":""4""},{""parsed"":""810 FS Cab driver to 810 out"",""orig"":""Forwards | Inspin 810 | None FS Cab driver | 810"",""points"":""13""},{""parsed"":""Fakie Rocket FS Backslide to 270 out"",""orig"":""Fakie | Rocket FS Backslide | 270"",""points"":""7""},{""parsed"":""Switch 540 AO Negative Mistrial to 360 rewind out"",""orig"":""Switch | Inspin 540 | Negative Mistrial | Outspin 360"",""points"":""10""}],""skipped"":[{""parsed"":""Halfcab Negative Closed Book to 360 out"",""orig"":""Fakie | Inspin 180 | Negative Closed Book | Inspin 360"",""points"":""8""},{""parsed"":""Switch Mizou to 360 out"",""orig"":""Switch | None Mizou | Outspin 360"",""points"":""4""},{""parsed"":""810 FS Cab driver to 810 out"",""orig"":""Forwards | Inspin 810 | None FS Cab driver | 810"",""points"":""13""},{""parsed"":""Fakie Rocket FS Backslide to 270 out"",""orig"":""Fakie | Rocket FS Backslide | 270"",""points"":""7""},{""parsed"":""Switch 540 AO Negative Mistrial to 360 rewind out"",""orig"":""Switch | Inspin 540 | Negative Mistrial | Outspin 360"",""points"":""10""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-03 23:57:02"
525,Sneadlepie,"81.182.208.28",8,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-04-04 04:59:06"
535,TJ,"123.194.62.12",16,"","{""tricks"":{""tricks"":[{""parsed"":""360 Fishbrain"",""orig"":""Forwards | Inspin 360 | Topside Makio"",""points"":""4""},{""parsed"":""AO Negative Soul"",""orig"":""Forwards | Inspin 180 | Negative Soul"",""points"":""4""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Cross-Grab FS Torque"",""orig"":""Forwards | Cross-Grab FS Torque | Forwards"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""360 Fishbrain"",""orig"":""Forwards | Inspin 360 | Topside Makio"",""points"":""4""},{""parsed"":""AO Negative Soul"",""orig"":""Forwards | Inspin 180 | Negative Soul"",""points"":""4""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | None Acid | Inspin 180"",""points"":""2""},{""parsed"":""Cross-Grab FS Torque"",""orig"":""Forwards | Cross-Grab FS Torque | Forwards"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | None FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-04-18 17:20:35"
545,Fran,"213.55.188.22",7,"","{""tricks"":{""tricks"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}],""skipped"":[{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-05-26 15:14:05"
555,Sneadlepie,"84.225.187.231",11,"","{""tricks"":{""tricks"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""True X-Grind"",""orig"":""Forwards | Outspin 180 | X-Grind"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""True X-Grind"",""orig"":""Forwards | Outspin 180 | X-Grind"",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-06-04 06:21:15"
565,Aggressive,"121.121.166.76",14,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | None Mistrial"",""points"":""3""},{""parsed"":""FS Royale"",""orig"":""Forwards | None FS Royale | Forwards"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | None Torque Soul"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | None X-Grind"",""points"":""3""},{""parsed"":""360 FS Byn Soul"",""orig"":""Forwards | Inspin 360 | None FS Byn Soul"",""points"":""4""}],""skipped"":[{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | None Mistrial"",""points"":""3""},{""parsed"":""FS Royale"",""orig"":""Forwards | None FS Royale | Forwards"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | None Torque Soul"",""points"":""2""},{""parsed"":""AO X-Grind"",""orig"":""Forwards | Inspin 180 | None X-Grind"",""points"":""3""},{""parsed"":""360 FS Byn Soul"",""orig"":""Forwards | Inspin 360 | None FS Byn Soul"",""points"":""4""}]},""config"":{""level"":""2"",""spins"":""5""}}","2023-06-19 08:10:54"
575,cm,"46.114.152.80",16,"","{""tricks"":{""tricks"":[{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""},{""parsed"":""AO Negative PStar to 180 out"",""orig"":""Forwards | Inspin 180 | Negative PStar | Inspin 180"",""points"":""6""},{""parsed"":""Top Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Torque Soul | Inspin 180"",""points"":""5""},{""parsed"":""Top Acid to 180 out"",""orig"":""Forwards | Topside Acid | Outspin 180 "",""points"":""3""}],""skipped"":[{""parsed"":""FS Savannah"",""orig"":""Forwards | None FS Savannah | Forwards"",""points"":""2""},{""parsed"":""AO Negative PStar to 180 out"",""orig"":""Forwards | Inspin 180 | Negative PStar | Inspin 180"",""points"":""6""},{""parsed"":""Top Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Torque Soul | Inspin 180"",""points"":""5""},{""parsed"":""Top Acid to 180 out"",""orig"":""Forwards | Topside Acid | Outspin 180 "",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-06-23 17:49:02"
585,cm,"46.114.156.14",15,"","{""tricks"":{""tricks"":[{""parsed"":""Switch Fishbrain"",""orig"":""Switch | Topside Makio"",""points"":""3""},{""parsed"":""Sunny Day to 180 out"",""orig"":""Forwards | Topside PStar | Inspin 180"",""points"":""4""},{""parsed"":""Fakie FS Full Torque"",""orig"":""Fakie | None FS Full Torque | Forwards"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | None FS Torque | Fakie"",""points"":""2""},{""parsed"":""Switch Mizou to 180 out"",""orig"":""Switch | None Mizou | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""Switch Fishbrain"",""orig"":""Switch | Topside Makio"",""points"":""3""},{""parsed"":""Sunny Day to 180 out"",""orig"":""Forwards | Topside PStar | Inspin 180"",""points"":""4""},{""parsed"":""Fakie FS Full Torque"",""orig"":""Fakie | None FS Full Torque | Forwards"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | None FS Torque | Fakie"",""points"":""2""},{""parsed"":""Switch Mizou to 180 out"",""orig"":""Switch | None Mizou | Inspin 180"",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-06-26 15:47:43"
595,cm,"46.114.156.14",14,"","{""tricks"":{""tricks"":[{""parsed"":""Negative Mizou to 180 out"",""orig"":""Forwards | Negative Mizou | Inspin 180"",""points"":""4""},{""parsed"":""Switch Frontside to Fakie out"",""orig"":""Switch | None Frontside | Fakie"",""points"":""2""},{""parsed"":""Halfcab BS Byn Soul to 180 out"",""orig"":""Fakie | Inspin 180 | None BS Byn Soul | Inspin 180"",""points"":""5""},{""parsed"":""AO Hot Dog"",""orig"":""Forwards | Inspin 180 | None Hot Dog"",""points"":""3""}],""skipped"":[{""parsed"":""Negative Mizou to 180 out"",""orig"":""Forwards | Negative Mizou | Inspin 180"",""points"":""4""},{""parsed"":""Switch Frontside to Fakie out"",""orig"":""Switch | None Frontside | Fakie"",""points"":""2""},{""parsed"":""Halfcab BS Byn Soul to 180 out"",""orig"":""Fakie | Inspin 180 | None BS Byn Soul | Inspin 180"",""points"":""5""},{""parsed"":""AO Hot Dog"",""orig"":""Forwards | Inspin 180 | None Hot Dog"",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""5""}}","2023-06-26 16:11:23"
605,Bartek,"146.241.186.33",10,"","{""tricks"":{""tricks"":[{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""AO PStar"",""orig"":""Forwards | Inspin 180 | PStar"",""points"":""3""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-07-04 08:03:31"
615,Storm,"87.49.147.25",10,"","{""tricks"":{""tricks"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-07-29 14:06:07"
625,Storm,"2.131.156.243",14,"","{""tricks"":{""tricks"":[{""parsed"":""Cloudy Night to 180 out"",""orig"":""Forwards | Inspin 180 | Topside PStar | Inspin 180"",""points"":""5""},{""parsed"":""Fakie Grab FS Fastslide to Fakie out"",""orig"":""Fakie | Grab FS Fastslide | Fakie"",""points"":""5""},{""parsed"":""Halfcab Mizou to 180 out"",""orig"":""Fakie | Inspin 180 | None Mizou | Inspin 180"",""points"":""4""}],""skipped"":[{""parsed"":""Cloudy Night to 180 out"",""orig"":""Forwards | Inspin 180 | Topside PStar | Inspin 180"",""points"":""5""},{""parsed"":""Fakie Grab FS Fastslide to Fakie out"",""orig"":""Fakie | Grab FS Fastslide | Fakie"",""points"":""5""},{""parsed"":""Halfcab Mizou to 180 out"",""orig"":""Fakie | Inspin 180 | None Mizou | Inspin 180"",""points"":""4""}]},""config"":{""level"":""4"",""spins"":""4""}}","2023-08-04 14:35:43"
635,Trb4twoCrew,"174.192.15.114",6,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Frontside to Fakie out"",""orig"":""Forwards | Frontside | Fakie"",""points"":""1""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-08-19 23:00:00"
645,Trb4twoCrew,"71.233.190.226",7,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | BS Backslide | Fakie"",""points"":""2""},{""parsed"":""FS Backslide to Fakie out"",""orig"":""Forwards | FS Backslide | Fakie"",""points"":""2""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | BS Backslide | Fakie"",""points"":""2""},{""parsed"":""FS Backslide to Fakie out"",""orig"":""Forwards | FS Backslide | Fakie"",""points"":""2""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-08-20 23:42:52"
655,mike,"95.94.94.84",34,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque"",""orig"":""Forwards | None FS Torque | Forwards"",""points"":""2""},{""parsed"":""True Fullcab Mizou to 720 out"",""orig"":""Fakie | Outspin 360 | None Mizou | Outspin 720"",""points"":""8""},{""parsed"":""540 Cloudy Night to 360 rewind out"",""orig"":""Forwards | Inspin 540 | Topside PStar | Outspin 360"",""points"":""8""},{""parsed"":""Switch 360 Stub Soul"",""orig"":""Switch | Inspin 360 | Negative X-Grind"",""points"":""7""},{""parsed"":""Switch AO Top Citric Acid to 540 out"",""orig"":""Switch | Inspin 180 | Topside Citric Acid | Inspin 540"",""points"":""9""}],""skipped"":[{""parsed"":""FS Torque"",""orig"":""Forwards | None FS Torque | Forwards"",""points"":""2""},{""parsed"":""True Fullcab Mizou to 720 out"",""orig"":""Fakie | Outspin 360 | None Mizou | Outspin 720"",""points"":""8""},{""parsed"":""540 Cloudy Night to 360 rewind out"",""orig"":""Forwards | Inspin 540 | Topside PStar | Outspin 360"",""points"":""8""},{""parsed"":""Switch 360 Stub Soul"",""orig"":""Switch | Inspin 360 | Negative X-Grind"",""points"":""7""},{""parsed"":""Switch AO Top Citric Acid to 540 out"",""orig"":""Switch | Inspin 180 | Topside Citric Acid | Inspin 540"",""points"":""9""}]},""config"":{""level"":""3"",""spins"":""5""}}","2023-08-23 08:16:30"
665,test,"185.110.90.25, 172.71.142.118, 10.204.155.22",5,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | Mistrial"",""points"":""3""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}],""skipped"":[{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | Mistrial"",""points"":""3""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2023-10-14 17:12:46"
